date,startup,vertical,subvertical,city,investors,round,amount,year,month,month_year,amount_category,investor_count
2018-02-14,Shirsa Labs,Ed-Tech,Integrated Kids Engagement Company,Mumbai,"Dewang Neralla, Mahesh Kothurkar,Atul Agarwal",Private Equity,4.125,2018,2,2018-02,1-10Cr,3
2018-02-14,MoneyOnMobile,Technology,mobile payment platform,Mumbai,S7 Group,Private Equity,41.25,2018,2,2018-02,10-50Cr,0
2018-02-15,PetSutra,Consumer Internet,Online Pet Care Products,Gurugram,Michael Patrick Hickey,Seed / Angel,1.2245805,2018,2,2018-02,1-10Cr,0
2018-02-15,Infibeam,E-Commerce,Online Retailing,Ahemadabad,Network 18,Private Equity,51.3975,2018,2,2018-02,50-100Cr,0
2018-02-16,happay,Finance,Expense Management,Bengaluru,Sequoia and Jerry Yang,Seed / Angel,2.0625,2018,2,2018-02,1-10Cr,0
2018-02-16,Fincash,Finance,Fin-Tech,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed / Angel,1.2375,2018,2,2018-02,1-10Cr,2
2018-02-19,AyeFinance,Finance,Online Lending,Gurugram,"Hinduja Leyland Finance, IntelleGrow",Private Equity,31.35,2018,2,2018-02,10-50Cr,2
2018-02-20,Agricxlab,Agriculture,Agri-tech,Mumbai,Ankur Capital,Seed / Angel,4.125,2018,2,2018-02,1-10Cr,0
2018-02-21,Udaan,E-Commerce,B2B Marketplace,Bengaluru,Lightspeed & Yuri Milner,Private Equity,412.5,2018,2,2018-02,100-500Cr,0
2018-02-21,Capillary,IT,SaaS,Bengaluru,"Wargburg Pincus, Sequoia",Private Equity,165.0,2018,2,2018-02,100-500Cr,2
2018-02-21,The Healthy Billions,Healthcare,Analytics,Gurugram,"Blume Ventures, HealthQuad and Fireside Ventures",Private Equity,17.325,2018,2,2018-02,10-50Cr,2
2018-02-21,HighRadius,Technology,Cloud-based Software,Hyderabad,"PNC, Citi Ventures",Private Equity,0.0,2018,2,2018-02,,2
2018-02-26,Avishkaar Box,Ed-Tech,Education,Delhi,Auxano Deals,Private Equity,6.373125,2018,2,2018-02,1-10Cr,0
2018-02-26,Planys Technologies,Technology,Robotic InspectionStartup,Chennai,"Kris Gopalakrishnan, Pratithi Investment Trust, MEMG Family Office, S Gopal",Private Equity,8.58,2018,2,2018-02,1-10Cr,4
2018-02-27,Lollypop,Technology,Digital Design,Bengaluru,Dr Devi Shetty,Seed / Angel,0.0,2018,2,2018-02,,0
2018-02-27,Trilyo,Technology,AI platform for hospitality industry,Mumbai,"Startup Buddy,Amit Manocha and others",Seed / Angel,2.0625,2018,2,2018-02,1-10Cr,2
2018-02-28,Gaana,Technology,Online Music Streaming,Gurugram,"Tencent Holdings Ltd, Times Internet",Private Equity,948.75,2018,2,2018-02,>500Cr,2
2018-02-28,Credy,IT,SaaS,Bengaluru,"Y Combinator, Khosla Ventures, Vy Capital and others",Seed / Angel,11.55,2018,2,2018-02,10-50Cr,3
2018-02-28,Predible Health,Healthcare,Cancer radiology,Bengaluru,Unitus Seed Fund,Seed,0.0,2018,2,2018-02,,0
2018-02-01,CleverTap,Technology,Mobile App Analytics,Mumbai,"Recruit Holdings, Sequoia Capital India, Accel Partners",Angel / Seed,0.0,2018,2,2018-02,,3
2018-04-01,EarlySalary,Finance,Online Lending,Pune,Eight Roads Ventures India,Private,129.525,2018,4,2018-04,100-500Cr,0
2018-05-01,WOTU,E-commerce,Food and Beverages,Bengaluru,"Claris Capital, Mumbai Angels Network",Angel / Seed,0.0,2018,5,2018-05,,2
2018-08-01,DAAKI,E-commerce,Sports Nutrition Supplement etailer,Bengaluru,Rohan Agila,Angel / Seed,0.0,2018,8,2018-08,,0
2018-09-01,Lendingkart,Finance,Online Lending,Ahmedabad,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,Debt,38.775,2018,9,2018-09,10-50Cr,0
2018-10-01,Tapzo,Technology,Personal Assistant,Bengaluru,RuNet & Other,Private Equity,15.9225,2018,10,2018-10,10-50Cr,0
2018-10-01,Appario Retail Pvt Ltd.,E-commerce,Retail,Delhi,Amazon-Patni JV,Private Equity,155.43,2018,10,2018-10,100-500Cr,0
2018-10-01,Samunnati,Finance,Agricultural Loan,Chennai,"responsAbility, Elevar Equity and Accel Partners",Private Equity,193.875,2018,10,2018-10,100-500Cr,2
2018-10-01,Sahajanand Medical Technologies,Technology,Medical Devices,Surat,Morgan Stanley Private Equity Asia,Private Equity,298.8975,2018,10,2018-10,100-500Cr,0
2018-12-01,Kuants,Technology,Algorithmic Trading,Gurgaon,"Pankaj Chopra, Ankush Gupta",Angel / Seed,0.66,2018,12,2018-12,<1Cr,2
2018-12-01,Razorpay,Technology,Payment Gateway,Bengaluru,"Tiger Global, Y Combinator",Private Equity,165.0,2018,12,2018-12,100-500Cr,2
2018-01-15,Streak,Technology,Algorithmic Trading,Bengaluru,"Indian fintech fund, Rainmatter",Angel / Seed,2.92545,2018,1,2018-01,1-10Cr,2
2018-01-15,pi Ventures,Finance,Venture Capital,Bengaluru,"Sunil Kant Munjal, Hero Electronix\\xe2\\x80\\x99s corporate financing arm, Electronic Development Fund",Private Equity,206.25,2018,1,2018-01,100-500Cr,3
2018-01-15,Newgen Software,Technology,IT,New Delhi,"Goldman Sachs, hedge fund & Others",Private Equity,165.0,2018,1,2018-01,100-500Cr,2
2018-01-17,Rubix,Technology,Education,Pune,Polaris Fund,Private Equity,8.25,2018,1,2018-01,1-10Cr,0
2018-01-18,ShareChat,Technology,Social,Bengaluru,"Xiaomi Singapore, Shunwei Capital",Private Equity,150.15,2018,1,2018-01,100-500Cr,2
2018-01-22,Paperflite,Technology,IT,Chennai,The Chennai Angels,Angel / Seed,3.3,2018,1,2018-01,1-10Cr,0
2018-01-22,HungerBox,Consumer Internet,Food and Beverages,Bangalore,Lionrock Capital,Private Equity,20.625,2018,1,2018-01,10-50Cr,0
2018-01-22,Skillate,Technology,Artificial Intellegence,Bengaluru,"Incubate Fund India, Anuj Agrawal",Private Equity,0.0,2018,1,2018-01,,2
2018-01-22,OptaCredit,Finance,Alternative Lending,Chennai,DMI Finance,Private Equity,33.0,2018,1,2018-01,10-50Cr,0
2018-01-22,AEON Learning,Technology,Education,Bengaluru,Dr. Ranjan Pai,Private Equity,26.4,2018,1,2018-01,10-50Cr,0
2018-01-23,Milkbasket,E-commerce,Online Grocery,Gurugram,Unilever Ventures,Private Equity,24.75,2018,1,2018-01,10-50Cr,0
2018-01-24,NeoGrowth Credit,Finance,Digital Lending,Mumbai,"LeapFrog Investments, Aspada Investment, Quona Capital",Private Equity,387.75,2018,1,2018-01,100-500Cr,3
2018-01-24,Rao IIT Academy,Education,Coaching Services,Mumbai,Avendus Finance,Structured Debt,70.95,2018,1,2018-01,50-100Cr,0
2018-01-24,Aye Finance,Finance,Online Lending,Gurugram,IFMR Capital,Term Loan,51.48,2018,1,2018-01,50-100Cr,0
2018-01-25,Glassic,Ecommerce,Eyewear,Bengaluru,"Chennai Angels, Lead Angels, LetsVenture",Angel / Seed,0.0,2018,1,2018-01,,3
2018-01-25,GreyAtom,Technology,Education,Mumbai,Pravega Ventures,Private Equity,8.25,2018,1,2018-01,1-10Cr,0
2018-01-26,Axio,Healthcare,Hemostatic Dressing Solutions,Bengaluru,RNT Capital,Private Equity,61.05,2018,1,2018-01,50-100Cr,0
2018-01-29,eKincare,Healthcare,Technology,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, Touchstone Equities, BVR Mohan Reddy",Private Equity,12.375,2018,1,2018-01,10-50Cr,5
2018-01-29,The Wedding Brigade,Consumer internet,Online Services,Mumbai,Blume Ventures,Private Equity,8.25,2018,1,2018-01,1-10Cr,0
2018-01-30,PeeSafe,Healthcare,Hygiene,Gurugram,"Shivani Singh, Rahul Maroli, Mitesh Shah, Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures.",Private Equity,8.25,2018,1,2018-01,1-10Cr,7
2018-01-30,BrowserStack,Technology,Browser Testing,Mumbai,Accel Partners,Private Equity,412.5,2018,1,2018-01,100-500Cr,0
2018-01-30,Scapic,Technology,Virtual Reality,Bengaluru,"Axilor Ventures, Newfort Capital",Angel / Seed,4.125,2018,1,2018-01,1-10Cr,2
2018-01-30,MoneyOnMobile,Technology,Mobile Payment Platform,Mumbai,Undisclosed Investors,Private Equity,62.7,2018,1,2018-01,50-100Cr,0
2018-01-30,CureFit,Healthcare,Fitness,Bengaluru,"HDFC Bank, Axis Bank",Debt,82.5,2018,1,2018-01,50-100Cr,2
2018-01-31,iNurture,Technology,Education Solutions,Bengaluru,Ventureast,Private Equity,36.3,2018,1,2018-01,10-50Cr,0
2017-01-12,Strata Enviro,Technology,IoT based air pollution controller,Mumbai,Scale Minds,Private Equity,0.0,2017,1,2017-01,,0
2017-05-12,Dunzo,Technology,Daily Task Management Mobile App,Bangalore,Google,Private Equity,101.475,2017,5,2017-05,100-500Cr,0
2017-05-12,Tata Housing,Real Estate,Residential Project,Mumbai,Hines,Private Equity,189.75,2017,5,2017-05,100-500Cr,0
2017-05-12,HandyTrain,Technology,Mobile Learning Management Platform,Goa,NB Ventures,Private Equity,8.25,2017,5,2017-05,1-10Cr,0
2017-05-12,Mobycy,Technology,Bicycle sharing Platform,Gurgaon,Undisclosed Investors,Seed,4.125,2017,5,2017-05,1-10Cr,0
2017-06-12,Greenlight Planet,Technology,Off-grid solar products platform,Mumbai,"Apis Partner, Eight Roads Ventures, Bamboo Capital Partners",Private Equity,495.0,2017,6,2017-06,100-500Cr,3
2017-06-12,Fintobox,Technology,Child Learning & Development Platform,Chennai,Lightbox,Private Equity,57.75,2017,6,2017-06,50-100Cr,0
2017-07-12,Mswipe,Technology,Mobile point of sale services provider,Mumbai,Eduardo Saverin,Private Equity,82.5,2017,7,2017-07,50-100Cr,0
2017-07-12,The Label Life,E-Commerce,Home Decor and Online Fashion Portal,Mumbai,Kalpvriksh,Private Equity,25.575,2017,7,2017-07,10-50Cr,0
2017-07-12,Cygnus Hospitals,Healthcare,Super speciality Hospitals,Gurgaon,Somerset Indus Capital Ventures,Seed,6.1875,2017,7,2017-07,1-10Cr,0
2017-07-12,eShakti,Ecommerce,"""Women\\'s Fashion Clothing Online Platform""",Chennai,IDG Ventures,Debt,18.975,2017,7,2017-07,10-50Cr,0
2017-08-12,Inshorts,Technology,Mobile News Curation App,Noida,Tiger Global,Private Equity,41.25,2017,8,2017-08,10-50Cr,0
2017-11-12,Vahdam Tea,E-Commerce,Online Platform Selling Indian Tea Globally,Delhi,"Singapore Angel Network, Mumbai Angel",Private Equity,12.375,2017,11,2017-11,10-50Cr,2
2017-11-12,Logic Roots,Technology,Educational Platform to Learn Mathematics,Mumbai,Village Capital,Seed,0.4125,2017,11,2017-11,<1Cr,0
2017-11-12,Project Mudra,Technology,Assisting Visually Impaired to learn through Braille,Bengaluru,Village Capital,Seed,0.4125,2017,11,2017-11,<1Cr,0
2017-11-12,Furlenco,Technology,Furniture Rental Platform,Bengaluru,Aamir Khan,Debt,9.9,2017,11,2017-11,1-10Cr,0
2017-12-12,I Can Stay,Technology,Hotel Aggregator Platform,Delhi,HT Media,Private Equity,14.85,2017,12,2017-12,10-50Cr,0
2017-12-12,Fracktal Works,Technology,Platform based on 3D printing and Digital Manufacturing,Bengaluru,Hyderabad Angels,Seed,0.0,2017,12,2017-12,,0
2017-12-12,Simility,Technology,Adaptive Fraud Intelligence Platform,Hyderabad,Accel Partners,Private Equity,144.375,2017,12,2017-12,100-500Cr,0
2017-12-12,Shopholix,E-Commerce,Fashion and Lifestyle Coupon Platform,Gurgaon,Munesh Khanna,Seed,1.92225,2017,12,2017-12,1-10Cr,0
2017-12-13,MindTickle,Technology,Gamification Platform to train Sales People,Pune,Canaan Partners,Private Equity,222.75,2017,12,2017-12,100-500Cr,0
2017-12-13,Nazara Technologies,Technology,Mobile Games Development Firm,Mumbai,Rakesh Jhunjhunwala,Private Equity,222.75,2017,12,2017-12,100-500Cr,0
2017-12-13,DocsApp,Technology,Mobile Application for Doctor Consultation,Bengaluru,Bessemer Venture Partners,Private Equity,59.4,2017,12,2017-12,50-100Cr,0
2017-12-13,Capita World,Technology,Artificial Intelligence Platform to Raise Funds,Mumbai,"Mohan Tanksale, Kiran Shetty, Darshak Shah, Mandar Mhatre",Private Equity,0.0,2017,12,2017-12,,4
2017-12-14,Tea Box,E-Commerce,Fresh Indian Tea Selling Platform across 112 countries,Bengaluru,RB Investments,Private Equity,57.75,2017,12,2017-12,50-100Cr,0
2017-12-14,Transversal Technologies,Technology,Hyperlocal Video Information Sharing Platform,Bengaluru,Matrix Partners,Private Equity,49.5,2017,12,2017-12,10-50Cr,0
2017-12-14,Curofy,Technology,Mobile App for Network of Doctors,Gurgaon,RoundGlass Partners LLC,Seed,2.0625,2017,12,2017-12,1-10Cr,0
2017-12-14,HomeLane,E-Commerce,Online Furniture Marketplace,Bengaluru,"Accel Partners, Sequoia Capital, RB Investments",Private Equity,82.5,2017,12,2017-12,50-100Cr,3
2017-12-14,WeDoSky,Technology,Provides Business Insights using Drone Imaginary,Delhi,Mumbai Angels Network,Private Equity,0.0,2017,12,2017-12,,0
2017-12-15,Purplle,E-Commerce,Beauty Products Online Marketplace,Mumbai,"Mountain Pain Capital, Suncoast Investments",Seed,4.43025,2017,12,2017-12,1-10Cr,2
2017-12-18,Sky Met Weather,Technology,Weather Forecast Platform,Noida,InsuResillience Investment Fund,Private Equity,0.0,2017,12,2017-12,,0
2017-12-19,Springboard,Technology,Online Courses and Mentoring from Experts,Bengaluru,"Costanoa, Learn Capital, Jyoti Bansal",Private Equity,78.375,2017,12,2017-12,50-100Cr,3
2017-12-19,Peel Works,Technology,SaaS based Big Data Analytics Platform,Mumbai,Unilever Ventures,Private Equity,0.0,2017,12,2017-12,,0
2017-12-19,9Stacks,Technology,Online Poker Platform,Delhi,"Swati Gupta, Purnima Khandelwal, Maheshwar Peri, Sanjay Singh",Private Equity,12.375,2017,12,2017-12,10-50Cr,4
2017-12-20,Your Quote,Technology,Vernacular and Video Content Platform,Bengaluru,"Axilor Ventures, E-City VEntures Atul Goel",Private Equity,8.25,2017,12,2017-12,1-10Cr,2
2017-12-20,Spandana Sphoorty,Finance,Micro finance institution providing small ticket unsecured loans to women,Hyderabad,"""Kedaraa Capital, Ontario Teachers\\'""",Private Equity,160.875,2017,12,2017-12,100-500Cr,2
2017-12-21,Indus OS,Technology,Regional Operating System for Smartphones,Mumbai,Omidyar Network,Private Equity,33.0,2017,12,2017-12,10-50Cr,0
2017-12-21,EasyEcom,E-Commerce,Ecommerce enabler platform,Bengaluru,"Ambarish Gupta, Aneesh Reddy, Bold Ventures, Vona Investments",Seed,1.2375,2017,12,2017-12,1-10Cr,4
2017-12-21,IGP.com,E-Commerce,Online Gifting Platform,Uttar Pradesh,Venture Catalysts,Private Equity,0.0,2017,12,2017-12,,0
2017-12-26,Specsmakers,E-Commerce,Online Spects Platform for Men and Women,Chennai,Eight Roads Ventures India,Private Equity,82.5,2017,12,2017-12,50-100Cr,0
2017-12-27,Garage On Road,E-Commerce,Online vehicle service booking platform,Noida,Gaurav Gupta,Private Equity,0.0,2017,12,2017-12,,0
2017-12-27,Foyr.com,Technology,Realty Tech Startup solving real life Interior Designing problems,Hyderabad,Jones Lang LaSalle,Private Equity,31.35,2017,12,2017-12,10-50Cr,0
2017-02-11,Prest Loans,Finance,Business & SME Loans provider,New Delhi,"Manish Poddar, Arun Garg, Parmeshwar Sharma",Seed,4.7025,2017,2,2017-02,1-10Cr,3
2017-02-11,AadharAPI.com,Technology,Aadhaar-based API provider,Pune,CIO Angel Network,Seed,0.0,2017,2,2017-02,,0
2017-02-11,FreshBoxx,ECommerce,Online Grocery Store,Bangalore,Jayant Humbarwadi,Seed,0.0,2017,2,2017-02,,0
2017-03-11,Vagupu,Technology,Online Tutorial Marketplace,Bangalore,Undisclosed Investors,Seed,8.25,2017,3,2017-03,1-10Cr,0
2017-03-11,HalaPlay,Consumer Internet,Online Fantasy Games,Mumbai,"Kae Capital Management, Nazara Technologies",Seed,0.0,2017,3,2017-03,,2
2017-03-11,Kalpnik Technologies,Technology,VR based Spiritual platform,Bangalore,Venture Catalysts,Seed,4.125,2017,3,2017-03,1-10Cr,0
2017-04-11,Hevo Data,Technology,Real time data analytics & reporting,Bangalore,IDG Ventures India,Private Equity,8.25,2017,4,2017-04,1-10Cr,0
2017-06-11,Smart Karma,Technology,Financial Technology Research Platform,Bangalore,IDG Ventures India,Private Equity,0.0,2017,6,2017-06,,0
2017-06-11,Leverage Edu,ECommerce,Online platform for Higher Education Services,New Delhi,"Alok Mittal, Deepak Jain, Ritesh Malik, Jim Schimdktke",Seed,0.0,2017,6,2017-06,,4
2017-07-11,Crayon Data,Technology,Customer Engagement Platform,New Delhi,Infosys co-founder Kris Gopalakrishnan,Seed,0.0,2017,7,2017-07,,0
2017-07-11,DocTalk,Technology,Doctor Patient Communication platform,Mumbai,"Matrix Partners India, Khosla Ventures",Private Equity,41.25,2017,7,2017-07,10-50Cr,2
2017-07-11,CoveIoT,Technology,Wearable tech and Internet of Things platform,Bangalore,"Titan Co Ltd, Tata Group\\xe2\\x80\\x99s watch and jewellery retailing firm",Private Equity,41.25,2017,7,2017-07,10-50Cr,2
2017-08-11,TalentEdge,Technology,Distance Education Learning Platform,Bangalore,Lumis Partners,Private Equity,62.7,2017,8,2017-08,50-100Cr,0
2017-08-11,Fisdom,Finance,Mutual Fund Investment App,Bangalore,Quona Capital Management,Private Equity,24.75,2017,8,2017-08,10-50Cr,0
2017-08-11,FarmLink,eCommerce,Online platform for Agricultural products,Mumbai,"Pioneering Ventures, Syngenta AG",Private Equity,24.75,2017,8,2017-08,10-50Cr,2
2017-08-11,OpenApp,Technology,IoT based Tech Startup,Bangalore,"Axilor Ventures, Kumar Vembu",Private Equity,29.7,2017,8,2017-08,10-50Cr,2
2017-09-11,NoPaperForms,Technology,Enrolment Management Platform,Delhi,Info Edge,Seed,7.194,2017,9,2017-09,1-10Cr,0
2017-09-11,Tilite Technologies Pvt. Ltd,Technology,Saas based Corporate Travel Management Solution,Bangalore,Matrix Partners,Seed,0.0,2017,9,2017-09,,0
2017-09-11,Mobiliz AR,Technology,Augmented Reality based Tech platform,Bangalore,"IDG Ventures, IDFC-Parampara Fund",Private Equity,0.0,2017,9,2017-09,,2
2017-10-11,Qubole,Technology,Big Data based analytics platform,Bangalore,"Singtel, Innov8, Harmony Partners",Private Equity,206.25,2017,10,2017-10,100-500Cr,3
2017-10-11,Happily Unmarried,ECommerce,Online Gifting platform,Nw Delhi,Wipro Consumer Care,Private Equity,0.0,2017,10,2017-10,,0
2017-11-13,Universal Sportsbiz Pvt. Ltd,ECommerce,Celebrity fashion accessories and merchandise,Mumbai,Accel Partners,PrivateEquity,123.75,2017,11,2017-11,100-500Cr,0
2017-11-14,Hungry Foal,Ecommerce,Healthy & Nutrition based snacks online platform,Gurgaon,GAIL India Ltd,Seed,0.0,2017,11,2017-11,,0
2017-11-14,Active AI,Technology,AI based FinTech platform,Bangalore,Vertex Ventures,Private Equity,68.0625,2017,11,2017-11,50-100Cr,0
2017-11-15,Sumeru,Technology,Banking Software License Platform,Bangalore,Undisclosed Investors,Seed,7.425,2017,11,2017-11,1-10Cr,0
2017-11-15,ElderAid Wellness,Health Care,Social Healthcare Enterprise,Bangalore,Rugmini Menon,Angel,0.0,2017,11,2017-11,,0
2017-11-15,Omnia Information,Technology,WiFi Analytics Platform,Delhi,Omidyar Network,Private Equity,24.75,2017,11,2017-11,10-50Cr,0
2017-11-15,Josh Talks,Inspiration,Storytelling platform,Gurgaon,"Girish Mathrubootham, Apurva Chamaria, Rohit Chanana",Private Equity,0.0,2017,11,2017-11,,3
2017-11-15,Reniso,Technology,End-to-End property management for landlords living away,New Delhi,"Nishit Sharma, Alok Srivastava",Seed,0.0,2017,11,2017-11,,2
2017-11-17,Kanhaiya,Inspiration,Storytelling platform,Hyderabad,Undisclosed Investors,Seed,1.65,2017,11,2017-11,1-10Cr,0
2017-11-17,Perspectico,Technology,Placement preparation and career growth training platform,Delhi,"SSCBS Innovation, Incubation Foundation (SIIF)",Seed,0.0,2017,11,2017-11,,2
2017-11-20,ONN Bikes,Technology,Self riding bike rental program,Mumbai,Z Nation Lab,Seed,5.709,2017,11,2017-11,1-10Cr,0
2017-11-21,Rapido,Technology,Bike and Taxi pooling online platform,Hyderabad,"Skycatcher Fund, Aravind Sanka",Seed,2.7161475,2017,11,2017-11,1-10Cr,2
2017-11-21,Heckyl,Technology,Big Data Analytics Platform,Mumbai,"Notion Capital, IDG Ventures",Private Equity,22.275,2017,11,2017-11,10-50Cr,2
2017-11-21,Nuvepro,Technology,Managed Cloud Environment Solutions,Mumbai,1Crowd,Seed,3.3,2017,11,2017-11,1-10Cr,0
2017-11-21,RedBook,Technology,AI based pharmacy drugs insights platform,Mumbai,"Vida Ventures, Dr. Aniruddha Malpani",Seed,2.0625,2017,11,2017-11,1-10Cr,2
2017-11-21,Portea,Healthcare,Healthcare facilities at doorstep,Bangalore,"Sabre Partners, MEMG CDC",Private Equity,214.5,2017,11,2017-11,100-500Cr,2
2017-11-21,Credit Mate,Technology,Vehicle loan approval platform,Mumbai,Paytm,Private Equity,0.0,2017,11,2017-11,,0
2017-11-21,Epiq Capital,Finance,Tech based investor firm,Mumbai,Global Institutional Investors,Private Equity,1650.0,2017,11,2017-11,>500Cr,0
2017-11-22,MiStay,Technology,Online Hotel Reservation Platform,Bangalore,Axilor Ventures,Seed,0.0,2017,11,2017-11,,0
2017-11-23,WittyFeed,Storytelling,Viral Content and storytelling platform,Indore,Sandeep Aggarwal,Seed,0.0,2017,11,2017-11,,0
2017-11-24,IDG Ventures,Finance,Venture Capitalist,Bangalore,Uniliver Ventures,Private Equity,82.5,2017,11,2017-11,50-100Cr,0
2017-11-24,TempGo,Technology,IoT and SaaS based transportation platform,Goa,Javelin StartupO Victory Fund,Seed,2.0625,2017,11,2017-11,1-10Cr,0
2017-11-27,Edelweiss,Finance,Diversified Financial,Mumbai,Undisclosed investors,Private Equity,2227.5,2017,11,2017-11,>500Cr,0
2017-11-27,ERA,Technology,Identity management platform,Mumbai,Amit Patni,Seed,0.32175,2017,11,2017-11,<1Cr,0
2017-11-27,Smaaash,Technology,Virtual Reality based gaming platform,Mumbai,Sixth Sense Ventures,Private Equity,31.35,2017,11,2017-11,10-50Cr,0
2017-11-28,Chumbak,Lifestyle,Designer-led consumer products,Bangalore,Gaja Capital,Private Equity,107.25,2017,11,2017-11,100-500Cr,0
2017-11-28,FR8,Technology,Online Truck aggregator platform,Chennai,IFMR Capital,Debt,12.375,2017,11,2017-11,10-50Cr,0
2017-11-28,MobieFit,Healthcare,Health and fitness based mobile App,Goa,"NB Ventures, MediAssist",Seed,11.1375,2017,11,2017-11,10-50Cr,2
2017-11-28,Stanza Living,Technology,Student accommodation platform,Delhi,"Matrix PArtners, Accel",Private Equity,16.5,2017,11,2017-11,10-50Cr,2
2017-03-10,ChqBook,Consumer Internet,Home Loans Aggregation platform,Gurgaon,"Startup Buddy, Apurva Chamaria,Sachin Arora, Bharat Gupta, Amit Manocha",Seed,0.0,2017,3,2017-03,,5
2017-03-10,HomeCapital,Consumer Internet,Home Loan Down payment assistance program,Mumbai,Venture Catalysts,Seed,0.0,2017,3,2017-03,,0
2017-03-10,Ola Cabs,Consumer Internet,App based cab hailing services,Bangalore,"Tencent, Softbank Group",Private Equity,907.5,2017,3,2017-03,>500Cr,2
2017-04-10,Elanic,Consumer Internet,P2P platform for Fashion sales,Bangalore,Digital Garage,Seed,0.0,2017,4,2017-04,,0
2017-04-10,CollPoll,Consumer Internet,Education collaboration platform,Bangalore,Sprout Angels,Seed,2.5245,2017,4,2017-04,1-10Cr,0
2017-04-10,PhonePe,Consumer Internet,Digital Wallet,Bangalore,Flipkart,Private Equity,319.275,2017,4,2017-04,100-500Cr,0
2017-05-10,Little Black Book,Consumer Internet,Local Recommendations and Discoveries Platform,New Delhi,"Blume Ventures, IDG Ventures & Indian Angel Network",Private Equity,8.25,2017,5,2017-05,1-10Cr,2
2017-05-10,Oorjan,Technology,rooftop solar platform,Mumbai,Globevestor,Seed,3.7125,2017,5,2017-05,1-10Cr,0
2017-05-10,Zefo,ECommerce,Ecommerce Portal for Used Goods,Bangalore,"Sequoia India, Helion Venture Partners, Beenext",Private Equity,75.9,2017,5,2017-05,50-100Cr,3
2017-06-10,Yaantra,ECommerce,Mobile repair and Refurbishment platform,New Delhi,Carpediem Capital,Private Equity,25.575,2017,6,2017-06,10-50Cr,0
2017-06-10,Farm Taaza,Technology,Fresh Produce SCM company,Bangalore,"Epsilon Venture Partners, Tara India Fund IV and others",Private Equity,66.0,2017,6,2017-06,50-100Cr,2
2017-06-10,Drivezy,Consumer Internet,Self Drive car and bike rental platform,Bangalore,"Das Capital, Axan Partners, Das Capital and IT Farm",Private Equity,82.5,2017,6,2017-06,50-100Cr,3
2017-06-10,Slice Pay,Consumer Internet,Student Micro-financing platform,Bangalore,"Das Capital, Simile Ventures",Private Equity,16.5,2017,6,2017-06,10-50Cr,2
2017-09-10,Agrowave,Technology,Agriculture Supply Chain management solutions,Gurgaon,Daffodil Software,Seed,0.0,2017,9,2017-09,,0
2017-09-10,MyGubbi,eCommerce,Home Interior Designing Seller,Bangalore,"Firoze Irani, Vipul Parekh, Ananda Kallugadde, Rajesh K Murthy",Private Equity,22.275,2017,9,2017-09,10-50Cr,4
2017-09-10,IBSFintech,Technology,Treasury Risk Management Solution,Bangalore,Shailesh Haribhakti,Seed,0.0,2017,9,2017-09,,0
2017-09-10,Letsservice,Consumer Internet,Auto Service Logistics & SAAS platform,Bangalore,Aequs Group,Private Equity,0.0,2017,9,2017-09,,0
2017-09-10,OneStepUp,Technology,Education Technology platform,New Delhi,Orient BlackSwan,Seed,2.772,2017,9,2017-09,1-10Cr,0
2017-09-10,ThirdWatch,Technology,AI-powered anti-fraud solutions,Gurgaon,"Rahul Agarwalla, Keshav Sanghi, Batlivala & Karani Securities",Seed,0.0,2017,9,2017-09,,3
2017-10-10,Parallel Dots,Technology,AI-powered deep learning solutions,Gurgaon,"Multipoint Capital,",Private Equity,11.55,2017,10,2017-10,10-50Cr,2
2017-10-10,Easy Diner,Consumer Internet,online restaurant reservation platform,Gurgaon,Saama Capital and DSG Consumer Partners,Private Equity,37.125,2017,10,2017-10,10-50Cr,0
2017-11-10,Meesho,ECommerce,Online Reseller Network,Bangalore,"SAIF Partners, YCombinator, Venture Highway",Private Equity,25.575,2017,11,2017-11,10-50Cr,3
2017-11-10,StanPlus,Logistics,Medical Transportation Services,Hyderabad,KStart Capital,Private Equity,9.075,2017,11,2017-11,1-10Cr,0
2017-12-10,UCLID,Technology,"Education Network for Institutions, teachers & Students",Hyderabad,Undisclosed investors,Seed,1.93875,2017,12,2017-12,1-10Cr,0
2017-10-13,Policy Bazaar,Consumer Internet,Online insurance policy aggregator,Gurgaon,"Wellington Management, DG Ventures India, True North",Private Equity,635.25,2017,10,2017-10,>500Cr,3
2017-10-13,Gapoon,Consumer Internet,home maintenance services platform,Bangalore,"Vida Ventures, Snehal Mantri, Anshu Bahadur",Seed,2.0625,2017,10,2017-10,1-10Cr,3
2017-10-13,Chaayos,eCommerce,Online Chai ordering platform,Gurgaon,Tiger Global Management,Private Equity,16.5,2017,10,2017-10,10-50Cr,0
2017-10-16,KrazyBee,Consumer Internet,Micro-lending platform,Bangalore,"Xiaomi Technologies, Shunwei Capital",Private Equity,66.0,2017,10,2017-10,50-100Cr,2
2017-10-16,Renew Buy,Consumer Internet,Online Insurance Aggregator,New Delhi,Amicus Capital,Private Equity,75.9,2017,10,2017-10,50-100Cr,0
